# dt (s),ls (dB),QBERI,Pec,maxElev (deg),SKL (b),QBER,phiX,nX,nZ,mX,lambdaEC,sX0,sX1,vZ1,sZ1,mean photon no.,PxA,PxB,P1,P2,P3,mu1,mu2,mu3,eps_c,eps_s,Pap,NoPass,fs (Hz),minElev (deg),shiftElev (deg),SysLoss (dB)
2.430000000000000000e+02,2.000000000000000000e+01,1.000000000000000021e-03,4.999999999999999774e-07,9.000000000000000000e+01,4.889603236365369958e+04,3.005690754797005551e-02,7.518902315239527068e-02,1.530699116441844730e+06,6.814307127201958792e+05,4.600808182665197819e+04,3.456709127778917318e+05,4.302677010155870084e+04,5.720237678909401875e+05,1.685953005755808772e+04,2.419520292523977114e+05,6.612676773931553953e-01,5.998025904320326562e-01,5.998025904320326562e-01,7.883868386048090704e-01,1.454282513019798107e-01,6.618491009321111895e-02,8.080853955572162572e-01,1.662935973620948416e-01,0.000000000000000000e+00,1.000000000000000078e-15,1.000000000000000062e-09,1.000000000000000021e-03,1.000000000000000000e+00,5.000000000000000000e+08,1.000000000000000000e+01,0.000000000000000000e+00,4.194582470195167900e+01
