# Time (s),Elevation (rad),eta_tot,eta_diff,eta_atm,eta_sys,Distance (m)
2.090000000000000000e+02,2.415643233253632061e-01,5.800379474587264274e-04,3.137435338054527650e-02,5.846307080980459592e-01,3.162277660168379134e-02,1.617418949102106271e+06
2.080000000000000000e+02,2.436929103084050641e-01,5.875500481523787287e-04,3.163430754172588677e-02,5.873358817961834566e-01,3.162277660168379134e-02,1.610662431481763022e+06
2.070000000000000000e+02,2.458348250035383709e-01,5.949940065825137792e-04,3.189734889418900654e-02,5.898722997925183176e-01,3.162277660168379134e-02,1.603909499951010337e+06
2.060000000000000000e+02,2.479902292437711764e-01,6.024717155104382642e-04,3.216352342061933739e-02,5.923427050969816143e-01,3.162277660168379134e-02,1.597160208108006511e+06
2.050000000000000000e+02,2.501592873467297085e-01,6.100668759578286617e-04,3.243287789257920384e-02,5.948287597048443898e-01,3.162277660168379134e-02,1.590414610397404293e+06
2.040000000000000000e+02,2.523421661591735421e-01,6.177817342268789209e-04,3.270545988481508848e-02,5.973306548466482679e-01,3.162277660168379134e-02,1.583672762127117021e+06
2.030000000000000000e+02,2.545390351023787412e-01,6.256185864722662443e-04,3.298131778979846579e-02,5.998485847037030583e-01,3.162277660168379134e-02,1.576934719485467300e+06
2.020000000000000000e+02,2.567500662184007965e-01,6.335797799326627240e-04,3.326050083250188527e-02,6.023827464611116733e-01,3.162277660168379134e-02,1.570200539558726363e+06
2.010000000000000000e+02,2.589754342172386203e-01,6.416677141947048487e-04,3.354305908541176801e-02,6.049333403618259997e-01,3.162277660168379134e-02,1.563470280349052977e+06
2.000000000000000000e+02,2.612153165249131437e-01,6.498848424902826026e-04,3.382904348377869380e-02,6.075005697617528178e-01,3.162277660168379134e-02,1.556744000792844221e+06
1.990000000000000000e+02,2.634698933324756687e-01,6.580384988500603306e-04,3.411850584110570628e-02,6.099037437733364486e-01,3.162277660168379134e-02,1.550021760779505828e+06
1.980000000000000000e+02,2.657393476459726789e-01,6.662524905241841953e-04,3.441149886487544080e-02,6.122591099821884653e-01,3.162277660168379134e-02,1.543303621170653962e+06
1.970000000000000000e+02,2.680238653373695490e-01,6.745969507268818411e-04,3.470807617251590871e-02,6.146301098044099076e-01,3.162277660168379134e-02,1.536589643819757970e+06
1.960000000000000000e+02,2.703236351964686257e-01,6.830744067011271887e-04,3.500829230760486160e-02,6.170169391765824018e-01,3.162277660168379134e-02,1.529879891592242057e+06
1.950000000000000000e+02,2.726388489838196261e-01,6.916874423341358652e-04,3.531220275631275635e-02,6.194197971184953744e-01,3.162277660168379134e-02,1.523174428386041662e+06
1.940000000000000000e+02,2.749697014846606558e-01,7.004386995608160183e-04,3.561986396408285682e-02,6.218388857891281596e-01,3.162277660168379134e-02,1.516473319152646698e+06
1.930000000000000000e+02,2.773163905638904581e-01,7.093308798037964262e-04,3.593133335254808380e-02,6.242744105437035840e-01,3.162277660168379134e-02,1.509776629918625578e+06
1.920000000000000000e+02,2.796791172221027577e-01,7.183206761713434654e-04,3.624666933668269780e-02,6.266863876496452379e-01,3.162277660168379134e-02,1.503084427807655185e+06
1.910000000000000000e+02,2.820580856526924141e-01,7.272433753654278981e-04,3.656593134218690672e-02,6.289311922352908146e-01,3.162277660168379134e-02,1.496396781063061440e+06
1.900000000000000000e+02,2.844535033000585300e-01,7.363090761220451776e-04,3.688917982310258720e-02,6.311915183708548538e-01,3.162277660168379134e-02,1.489713759070885368e+06
1.890000000000000000e+02,2.868655809189181172e-01,7.455205752780592974e-04,3.721647627965646993e-02,6.334675649253721508e-01,3.162277660168379134e-02,1.483035432383493986e+06
1.880000000000000000e+02,2.892945326347502455e-01,7.548807327450711988e-04,3.754788327632831851e-02,6.357595339485423436e-01,3.162277660168379134e-02,1.476361872743737884e+06
1.870000000000000000e+02,2.917405760053938257e-01,7.643924730693954202e-04,3.788346446013967500e-02,6.380676307288546401e-01,3.162277660168379134e-02,1.469693153109682025e+06
1.860000000000000000e+02,2.942039320838121252e-01,7.740587870319233510e-04,3.822328457915877276e-02,6.403920638528118880e-01,3.162277660168379134e-02,1.463029347679917235e+06
1.850000000000000000e+02,2.966848254820396158e-01,7.838827332888344528e-04,3.856740950121718969e-02,6.427330452652715298e-01,3.162277660168379134e-02,1.456370531919462839e+06
1.840000000000000000e+02,2.991834844363455148e-01,7.936155385636274075e-04,3.891590623283148337e-02,6.448860970491802069e-01,3.162277660168379134e-02,1.449716782586290035e+06
1.830000000000000000e+02,3.017001408736145751e-01,8.035037185910055011e-04,3.926884293832399314e-02,6.470528971666725804e-01,3.162277660168379134e-02,1.443068177758467151e+06
1.820000000000000000e+02,3.042350304789712689e-01,8.135525136933333601e-04,3.962628895913587745e-02,6.492353957443002255e-01,3.162277660168379134e-02,1.436424796861946816e+06
1.810000000000000000e+02,3.067883927646732345e-01,8.237651037265749212e-04,3.998831483332357384e-02,6.514337989982077470e-01,3.162277660168379134e-02,1.429786720699018100e+06
1.800000000000000000e+02,3.093604711402762053e-01,8.341447407188864972e-04,4.035499231523039659e-02,6.536483165000499529e-01,3.162277660168379134e-02,1.423154031477428041e+06
1.790000000000000000e+02,3.119515129841056167e-01,8.446947506453876455e-04,4.072639439532326627e-02,6.558791612385275194e-01,3.162277660168379134e-02,1.416526812840204686e+06
1.780000000000000000e+02,3.145617697160387749e-01,8.553804966852743838e-04,4.110259532018383649e-02,6.580972842567153203e-01,3.162277660168379134e-02,1.409905149896182586e+06
1.770000000000000000e+02,3.171914968716291749e-01,8.660303569120034791e-04,4.148367061264209010e-02,6.601702333100397668e-01,3.162277660168379134e-02,1.403289129251264967e+06
1.760000000000000000e+02,3.198409541775754650e-01,8.768544579981228703e-04,4.186969709203959555e-02,6.622587351542367218e-01,3.162277660168379134e-02,1.396678839040427236e+06
1.750000000000000000e+02,3.225104056285618137e-01,8.878562701748039885e-04,4.226075289460809459e-02,6.643629978898037969e-01,3.162277660168379134e-02,1.390074368960490683e+06
1.740000000000000000e+02,3.252001195654923293e-01,8.990393424691352133e-04,4.265691749394831533e-02,6.664832330432572949e-01,3.162277660168379134e-02,1.383475810303681530e+06
1.730000000000000000e+02,3.279103687551135904e-01,9.104073046190477728e-04,4.305827172159189253e-02,6.686196556298954485e-01,3.162277660168379134e-02,1.376883255991993239e+06
1.720000000000000000e+02,3.306414304710680874e-01,9.219638690336649442e-04,4.346489778762854111e-02,6.707724842176915336e-01,3.162277660168379134e-02,1.370296800612377934e+06
1.710000000000000000e+02,3.333935865763729134e-01,9.335536868494503059e-04,4.387687930137881137e-02,6.728272419317372632e-01,3.162277660168379134e-02,1.363716540452781133e+06
1.700000000000000000e+02,3.361671236073526248e-01,9.452472292801403090e-04,4.429430129209072087e-02,6.748349357126876003e-01,3.162277660168379134e-02,1.357142573539049597e+06
1.690000000000000000e+02,3.389623328590264939e-01,9.571342559051318304e-04,4.471725022963793372e-02,6.768583174697568872e-01,3.162277660168379134e-02,1.350574999672722770e+06
1.680000000000000000e+02,3.417795104719763555e-01,9.692186509217236290e-04,4.514581404519409785e-02,6.788976015716728929e-01,3.162277660168379134e-02,1.344013920469742268e+06
1.670000000000000000e+02,3.446189575206978772e-01,9.815043866672644099e-04,4.558008215185712503e-02,6.809530059586993422e-01,3.162277660168379134e-02,1.337459439400090603e+06
1.660000000000000000e+02,3.474809801034520196e-01,9.939955257202725582e-04,4.602014546519400673e-02,6.830247522076777766e-01,3.162277660168379134e-02,1.330911661828396609e+06
1.650000000000000000e+02,3.503658894336197926e-01,1.006587210986419501e-03,4.646609642367618281e-02,6.850388767952624303e-01,3.162277660168379134e-02,1.324370695055512711e+06
1.640000000000000000e+02,3.532740019325751324e-01,1.019254430433729278e-03,4.691802900897144857e-02,6.869780302944757944e-01,3.162277660168379134e-02,1.317836648361107102e+06
1.630000000000000000e+02,3.562056393240849994e-01,1.032132971300242551e-03,4.737603876605710890e-02,6.889328703868770054e-01,3.162277660168379134e-02,1.311309633047285723e+06
1.620000000000000000e+02,3.591611287302335365e-01,1.045227094280941696e-03,4.784022282311636842e-02,6.909036152001810649e-01,3.162277660168379134e-02,1.304789762483268743e+06
1.610000000000000000e+02,3.621408027688832743e-01,1.058541156259831979e-03,4.831067991117701799e-02,6.928904865267333513e-01,3.162277660168379134e-02,1.298277152151152492e+06
1.600000000000000000e+02,3.651449996526712760e-01,1.072079612541765228e-03,4.878751038344832786e-02,6.948937098895214826e-01,3.162277660168379134e-02,1.291771919692781987e+06
1.590000000000000000e+02,3.681740632895470489e-01,1.085715828607850203e-03,4.927081623430992763e-02,6.968293144912401926e-01,3.162277660168379134e-02,1.285274184957759921e+06
1.580000000000000000e+02,3.712283433848400094e-01,1.099471010807034172e-03,4.976070111790242834e-02,6.987105360995344849e-01,3.162277660168379134e-02,1.278784070052618859e+06
1.570000000000000000e+02,3.743081955448658293e-01,1.113457600791582271e-03,5.025727036626644745e-02,7.006075083001921389e-01,3.162277660168379134e-02,1.272301699391189031e+06
1.560000000000000000e+02,3.774139813820577283e-01,1.127680278693856016e-03,5.076063100697309621e-02,7.025204538210250149e-01,3.162277660168379134e-02,1.265827199746186612e+06
1.550000000000000000e+02,3.805460686216161070e-01,1.142143829360694031e-03,5.127089178018547772e-02,7.044495991548799241e-01,3.162277660168379134e-02,1.259360700302053709e+06
1.540000000000000000e+02,3.837048312096679181e-01,1.156853144690727720e-03,5.178816315508633084e-02,7.063951746262562281e-01,3.162277660168379134e-02,1.252902332709078910e+06
1.530000000000000000e+02,3.868906494229207294e-01,1.171593332281232330e-03,5.231255734560266019e-02,7.082244893895635052e-01,3.162277660168379134e-02,1.246452231138832634e+06
1.520000000000000000e+02,3.901039099797906640e-01,1.186562471321129641e-03,5.284418832535481975e-02,7.100572672913313399e-01,3.162277660168379134e-02,1.240010532340941485e+06
1.510000000000000000e+02,3.933450061529926156e-01,1.201785556374526664e-03,5.338317184175157826e-02,7.119059220576086089e-01,3.162277660168379134e-02,1.233577375701238401e+06
1.500000000000000000e+02,3.966143378835547684e-01,1.217267730692738695e-03,5.392962542914810087e-02,7.137706818065532310e-01,3.162277660168379134e-02,1.227152903301320272e+06
1.490000000000000000e+02,3.999123118962467083e-01,1.233014251000282349e-03,5.448366842097911861e-02,7.156517785256297781e-01,3.162277660168379134e-02,1.220737259979545604e+06
1.480000000000000000e+02,4.032393418163724430e-01,1.248901342131084925e-03,5.504542196077402694e-02,7.174752546705522871e-01,3.162277660168379134e-02,1.214330593393500661e+06
1.470000000000000000e+02,4.065958482879039049e-01,1.264949963459979353e-03,5.561500901195386842e-02,7.192524251538853219e-01,3.162277660168379134e-02,1.207933054083974333e+06
1.460000000000000000e+02,4.099822590929036448e-01,1.281272197734845825e-03,5.619255436630557488e-02,7.210454290935858213e-01,3.162277660168379134e-02,1.201544795540474122e+06
1.450000000000000000e+02,4.133990092721941401e-01,1.297873574286256739e-03,5.677818465102157236e-02,7.228544968308476815e-01,3.162277660168379134e-02,1.195165974268312566e+06
1.440000000000000000e+02,4.168465412472290854e-01,1.314759742157822807e-03,5.737202833418628134e-02,7.246798626146900846e-01,3.162277660168379134e-02,1.188796749857307645e+06
1.430000000000000000e+02,4.203253049430879518e-01,1.331838636819759805e-03,5.797421572858469513e-02,7.264683989657916285e-01,3.162277660168379134e-02,1.182437285052122548e+06
1.420000000000000000e+02,4.238357579125549002e-01,1.349070824440816571e-03,5.858487899369942825e-02,7.281975491616083929e-01,3.162277660168379134e-02,1.176087745824292535e+06
1.410000000000000000e+02,4.273783654611844618e-01,1.366598183405139935e-03,5.920415213575691560e-02,7.299425377968912221e-01,3.162277660168379134e-02,1.169748301445960533e+06
1.400000000000000000e+02,4.309536007733005269e-01,1.384426653907868407e-03,5.983217100567328472e-02,7.317035979489021624e-01,3.162277660168379134e-02,1.163419124565371312e+06
1.390000000000000000e+02,4.345619450388252814e-01,1.402562301552767125e-03,6.046907329474331128e-02,7.334809666382351434e-01,3.162277660168379134e-02,1.157100391284153331e+06
1.380000000000000000e+02,4.382038875808415557e-01,1.420890497556070520e-03,6.111499852790701348e-02,7.352123678634038262e-01,3.162277660168379134e-02,1.150792281236421783e+06
1.370000000000000000e+02,4.418799259838080973e-01,1.439418058643987704e-03,6.177008805441719375e-02,7.369002884507491746e-01,3.162277660168379134e-02,1.144494977669753367e+06
1.360000000000000000e+02,4.455905662222827135e-01,1.458264308317605736e-03,6.243448503572531644e-02,7.386040971067466820e-01,3.162277660168379134e-02,1.138208667528049089e+06
1.350000000000000000e+02,4.493363227900631363e-01,1.477435617530973872e-03,6.310833443038764423e-02,7.403240300706783739e-01,3.162277660168379134e-02,1.131933541536345147e+06
1.340000000000000000e+02,4.531177188295866243e-01,1.496938487295380003e-03,6.379178297578885770e-02,7.420603275530079923e-01,3.162277660168379134e-02,1.125669794287588215e+06
1.330000000000000000e+02,4.569352862614582400e-01,1.516584878714206724e-03,6.448497916646375727e-02,7.437177686491767137e-01,3.162277660168379134e-02,1.119417624331424711e+06
1.320000000000000000e+02,4.607895659139554789e-01,1.536527961837541242e-03,6.518807322879063837e-02,7.453707108184537411e-01,3.162277660168379134e-02,1.113177234265034320e+06
1.310000000000000000e+02,4.646811076523268413e-01,1.556815255710041488e-03,6.590121709181349929e-02,7.470396331652502386e-01,3.162277660168379134e-02,1.106948830826050136e+06
1.300000000000000000e+02,4.686104705077167032e-01,1.577453574450128886e-03,6.662456435394270571e-02,7.487247754350532247e-01,3.162277660168379134e-02,1.100732624987591989e+06
1.290000000000000000e+02,4.725782228055122602e-01,1.598371243073547958e-03,6.735827024526509776e-02,7.503894705464686510e-01,3.162277660168379134e-02,1.094528832055457635e+06
1.280000000000000000e+02,4.765849422929036017e-01,1.619493914471405128e-03,6.810249158518628942e-02,7.519973656331763179e-01,3.162277660168379134e-02,1.088337671767496038e+06
1.270000000000000000e+02,4.806312162654380327e-01,1.640981199207966435e-03,6.885738673510902186e-02,7.536211339205208803e-01,3.162277660168379134e-02,1.082159368395209312e+06
1.260000000000000000e+02,4.847176416923141273e-01,1.662840223519973862e-03,6.962311554584038609e-02,7.552610149720264676e-01,3.162277660168379134e-02,1.075994150847605430e+06
1.250000000000000000e+02,4.888448253401618815e-01,1.685069718308030871e-03,7.039983929940395180e-02,7.569134218289083060e-01,3.162277660168379134e-02,1.069842252777334535e+06
1.240000000000000000e+02,4.930133838950258029e-01,1.707458536525129468e-03,7.118772064491665774e-02,7.584816505994947944e-01,3.162277660168379134e-02,1.063703912689148216e+06
1.230000000000000000e+02,4.972239440822619483e-01,1.730233581691702259e-03,7.198692352817560869e-02,7.600656805558942963e-01,3.162277660168379134e-02,1.057579374050698709e+06
1.220000000000000000e+02,5.014771427840089002e-01,1.753402282913535523e-03,7.279761311458217421e-02,7.616657512957709653e-01,3.162277660168379134e-02,1.051468885405711364e+06
1.210000000000000000e+02,5.057736271539139405e-01,1.776972198318671307e-03,7.361995570501306263e-02,7.632821062809729273e-01,3.162277660168379134e-02,1.045372700489560608e+06
1.200000000000000000e+02,5.101140547287263960e-01,1.800734730190747725e-03,7.445411864423225057e-02,7.648231303873834763e-01,3.162277660168379134e-02,1.039291078347259201e+06
1.190000000000000000e+02,5.144990935363987772e-01,1.824886109774203355e-03,7.530027022141651261e-02,7.663712972505700716e-01,3.162277660168379134e-02,1.033224283453900018e+06
1.180000000000000000e+02,5.189294222002343027e-01,1.849454085217741009e-03,7.615857956235223825e-02,7.679354539960872028e-01,3.162277660168379134e-02,1.027172585837548948e+06
1.170000000000000000e+02,5.234057300386952827e-01,1.874446488477896251e-03,7.702921651283820004e-02,7.695158439923631688e-01,3.162277660168379134e-02,1.021136261204623734e+06
1.160000000000000000e+02,5.279287171603506135e-01,1.899646337835622168e-03,7.791235151281290794e-02,7.710214182625920731e-01,3.162277660168379134e-02,1.015115591067757457e+06
1.150000000000000000e+02,5.324990945534944231e-01,1.925268838483925682e-03,7.880815546070302213e-02,7.725386544279526646e-01,3.162277660168379134e-02,1.009110862876162049e+06
1.140000000000000000e+02,5.371175841698863085e-01,1.951331860903556285e-03,7.971679956747092233e-02,7.740718624920928104e-01,3.162277660168379134e-02,1.003122370148494025e+06
1.130000000000000000e+02,5.417849190020564976e-01,1.977807175410762133e-03,8.063845519981742427e-02,7.756070514277829675e-01,3.162277660168379134e-02,9.971504126082258299e+05
1.120000000000000000e+02,5.465018431535794141e-01,2.004538800062712414e-03,8.157329371197558077e-02,7.770813188886163125e-01,3.162277660168379134e-02,9.911952963215229101e+05
1.110000000000000000e+02,5.512691119016600583e-01,2.031727429289688098e-03,8.252148626551385202e-02,7.785713214764411472e-01,3.162277660168379134e-02,9.852573338376034517e+05
1.100000000000000000e+02,5.560874917513890514e-01,2.059381211365879545e-03,8.348320363654018750e-02,7.800772987612564213e-01,3.162277660168379134e-02,9.793368443315861514e+05
1.090000000000000000e+02,5.609577604809281581e-01,2.087390928346870896e-03,8.445861600968378180e-02,7.815555135301532896e-01,3.162277660168379134e-02,9.734341537497924874e+05
1.080000000000000000e+02,5.658807071768852115e-01,2.115759912597455980e-03,8.544789275820853514e-02,7.830058869701037594e-01,3.162277660168379134e-02,9.675495949574809056e+05
1.070000000000000000e+02,5.708571322590741959e-01,2.144610820611149264e-03,8.645120220959090496e-02,7.844720159393727688e-01,3.162277660168379134e-02,9.616835078889819561e+05
1.060000000000000000e+02,5.758878474938261549e-01,2.173951916767948803e-03,8.746871139587882038e-02,7.859541395964154686e-01,3.162277660168379134e-02,9.558362397001903737e+05
1.050000000000000000e+02,5.809736759949478691e-01,2.203558334756096533e-03,8.850058578812487753e-02,7.873691719464359640e-01,3.162277660168379134e-02,9.500081449233667227e+05
1.040000000000000000e+02,5.861154522114081500e-01,2.233660211963948289e-03,8.954698901417330881e-02,7.887985812211477654e-01,3.162277660168379134e-02,9.441995856241906295e+05
1.030000000000000000e+02,5.913140219007448906e-01,2.264269025903752845e-03,9.060808255905991593e-02,7.902437790314658095e-01,3.162277660168379134e-02,9.384109315609973855e+05
1.020000000000000000e+02,5.965702420871675793e-01,2.295252970702393695e-03,9.168402544726907133e-02,7.916566880957650598e-01,3.162277660168379134e-02,9.326425603461221326e+05
1.010000000000000000e+02,6.018849810032577130e-01,2.326660331398155805e-03,9.277497390607801486e-02,7.930528761160156037e-01,3.162277660168379134e-02,9.268948576092647854e+05
1.000000000000000000e+02,6.072591180141027056e-01,2.358591176316097299e-03,9.388108100920546095e-02,7.944646680840107278e-01,3.162277660168379134e-02,9.211682171627690550e+05
9.900000000000000000e+01,6.126935435226795734e-01,2.390975592257300972e-03,9.500249629996951328e-02,7.958663188733019478e-01,3.162277660168379134e-02,9.154630411687126616e+05
9.800000000000000000e+01,6.181891588551969852e-01,2.423739483416547519e-03,9.613936539315377783e-02,7.972319341960206751e-01,3.162277660168379134e-02,9.097797403076739283e+05
9.700000000000000000e+01,6.237468761250840599e-01,2.457042878919354391e-03,9.729182955477125305e-02,7.986129813406759315e-01,3.162277660168379134e-02,9.041187339490414597e+05
9.600000000000000000e+01,6.293676180742288073e-01,2.490850256469585768e-03,9.846002525891588142e-02,7.999957444805940732e-01,3.162277660168379134e-02,8.984804503227069508e+05
9.500000000000000000e+01,6.350523178900098209e-01,2.525017702987585305e-03,9.964408372088924548e-02,8.013327811868267148e-01,3.162277660168379134e-02,8.928653266919723246e+05
9.400000000000000000e+01,6.408019189966012163e-01,2.559739777642493479e-03,1.008441304057965948e-01,8.026850826231081149e-01,3.162277660168379134e-02,8.872738095274770167e+05
9.300000000000000000e+01,6.466173748189747439e-01,2.594990563353267825e-03,1.020602845118108726e-01,8.040425054752960987e-01,3.162277660168379134e-02,8.817063546819476178e+05
9.200000000000000000e+01,6.524996485179270778e-01,2.630608469974980365e-03,1.032926584273220066e-01,8.053538870920581294e-01,3.162277660168379134e-02,8.761634275655309903e+05
9.100000000000000000e+01,6.584497126944266476e-01,2.666794980346035362e-03,1.045413571612017756e-01,8.066803817740388904e-01,3.162277660168379134e-02,8.706455033214696450e+05
9.000000000000000000e+01,6.644685490614848922e-01,2.703509237772012790e-03,1.058064777454413019e-01,8.080078884426928898e-01,3.162277660168379134e-02,8.651530670018515084e+05
8.900000000000000000e+01,6.705571480816931995e-01,2.740615976774610045e-03,1.070881086094485068e-01,8.092951487323428728e-01,3.162277660168379134e-02,8.596866137431353563e+05
8.800000000000000000e+01,6.767165085684934134e-01,2.778303569752919519e-03,1.083863289253315376e-01,8.105973695121941880e-01,3.162277660168379134e-02,8.542466489411342191e+05
8.700000000000000000e+01,6.829476372492014891e-01,2.816494080595443195e-03,1.097012079235347576e-01,8.118904504015661550e-01,3.162277660168379134e-02,8.488336884251210140e+05
8.600000000000000000e+01,6.892515482877078492e-01,2.855124255976014373e-03,1.110328041782539105e-01,8.131556902033202361e-01,3.162277660168379134e-02,8.434482586306770099e+05
8.500000000000000000e+01,6.956292627647372440e-01,2.894345384122963029e-03,1.123811648621151071e-01,8.144357428803440380e-01,3.162277660168379134e-02,8.380908967708854470e+05
8.400000000000000000e+01,7.020818081134750921e-01,2.934019761436133713e-03,1.137463249696759743e-01,8.156909815376933715e-01,3.162277660168379134e-02,8.327621510054462124e+05
8.300000000000000000e+01,7.086102175083106580e-01,2.974197861058783341e-03,1.151283065093909042e-01,8.169354469032854560e-01,3.162277660168379134e-02,8.274625806072429987e+05
8.200000000000000000e+01,7.152155292043842483e-01,3.014974185221841463e-03,1.165271176637772965e-01,8.181945716207407182e-01,3.162277660168379134e-02,8.221927561258708593e+05
8.100000000000000000e+01,7.218987858255940804e-01,3.056131989205197914e-03,1.179427519176219630e-01,8.194092268374135735e-01,3.162277660168379134e-02,8.169532595476071583e+05
8.000000000000000000e+01,7.286610335986225540e-01,3.097875471110409732e-03,1.193751871541970516e-01,8.206347256756212349e-01,3.162277660168379134e-02,8.117446844512355747e+05
7.900000000000000000e+01,7.355033215305578631e-01,3.140136321377721713e-03,1.208243847195748649e-01,8.218525558415129550e-01,3.162277660168379134e-02,8.065676361591493478e+05
7.800000000000000000e+01,7.424267005276120601e-01,3.182845356391465069e-03,1.222902884552893032e-01,8.230449771133940828e-01,3.162277660168379134e-02,8.014227318830807926e+05
7.700000000000000000e+01,7.494322224524090359e-01,3.226153812062091883e-03,1.237728236997534259e-01,8.242515459531633004e-01,3.162277660168379134e-02,7.963106008637724444e+05
7.600000000000000000e+01,7.565209391173119968e-01,3.269865406976335282e-03,1.252718962590210761e-01,8.254223522615538045e-01,3.162277660168379134e-02,7.912318845038767904e+05
7.500000000000000000e+01,7.636939012112419212e-01,3.314137358972505786e-03,1.267873913476795511e-01,8.265981673421343157e-01,3.162277660168379134e-02,7.861872364933151985e+05
7.400000000000000000e+01,7.709521571574377008e-01,3.358909270414938038e-03,1.283191725008755169e-01,8.277643583068740041e-01,3.162277660168379134e-02,7.811773229262910318e+05
7.300000000000000000e+01,7.782967518996225520e-01,3.404135198650342677e-03,1.298670804587110372e-01,8.289106564082121542e-01,3.162277660168379134e-02,7.762028224091003649e+05
7.200000000000000000e+01,7.857287256140682574e-01,3.449938293838196012e-03,1.314309320244994028e-01,8.300681298927655716e-01,3.162277660168379134e-02,7.712644261578435544e+05
7.100000000000000000e+01,7.932491123451004267e-01,3.496102271621018276e-03,1.330105188986430709e-01,8.311858492662309583e-01,3.162277660168379134e-02,7.663628380850928370e+05
7.000000000000000000e+01,8.008589385616304845e-01,3.542842469515813855e-03,1.346056064901897664e-01,8.323168616057722291e-01,3.162277660168379134e-02,7.614987748745246790e+05
6.900000000000000000e+01,8.085592216323946868e-01,3.589985853833526849e-03,1.362159327084382088e-01,8.334217473808780419e-01,3.162277660168379134e-02,7.566729660424687900e+05
6.800000000000000000e+01,8.163509682176793847e-01,3.637632517202883404e-03,1.378412067372922767e-01,8.345257791435607420e-01,3.162277660168379134e-02,7.518861539853030117e+05
6.700000000000000000e+01,8.242351725754103464e-01,3.685721745512465439e-03,1.394811077954278555e-01,8.356167886568026670e-01,3.162277660168379134e-02,7.471390940115379635e+05
6.600000000000000000e+01,8.322128147796676867e-01,3.734240868722424941e-03,1.411352838856999026e-01,8.366941385410120446e-01,3.162277660168379134e-02,7.424325543574274052e+05
6.500000000000000000e+01,8.402848588498293969e-01,3.783226355743380277e-03,1.428033505376182510e-01,8.377683116738905422e-01,3.162277660168379134e-02,7.377673161848637974e+05
6.400000000000000000e+01,8.484522507887526377e-01,3.832578944758202773e-03,1.444848895471327332e-01,8.388198112500185877e-01,3.162277660168379134e-02,7.331441735602889676e+05
6.300000000000000000e+01,8.567159165286528655e-01,3.882404989102950475e-03,1.461794477183946395e-01,8.398747400125525786e-01,3.162277660168379134e-02,7.285639334133049706e+05
6.200000000000000000e+01,8.650767597835711253e-01,3.932544738380735518e-03,1.478865356126130015e-01,8.409013249434369452e-01,3.162277660168379134e-02,7.240274154736213386e+05
6.100000000000000000e+01,8.735356598076344792e-01,3.983148473064551665e-03,1.496056263095872918e-01,8.419350090109970486e-01,3.162277660168379134e-02,7.195354521849327721e+05
6.000000000000000000e+01,8.820934690586675897e-01,4.034018933129790777e-03,1.513361541879561789e-01,8.429372360744077364e-01,3.162277660168379134e-02,7.150888885943152709e+05
5.900000000000000000e+01,8.907510107670185695e-01,4.085328191369222602e-03,1.530775137307132938e-01,8.439477333522265035e-01,3.162277660168379134e-02,7.106885822156328941e+05
5.800000000000000000e+01,8.995090764099662461e-01,4.136864271976469637e-03,1.548290583629947370e-01,8.449262437384034152e-01,3.162277660168379134e-02,7.063354028655032162e+05
5.700000000000000000e+01,9.083684230924297109e-01,4.188798452258730119e-03,1.565900993296708843e-01,8.459119590082392337e-01,3.162277660168379134e-02,7.020302324702551123e+05
5.600000000000000000e+01,9.173297708352764479e-01,4.240923384806256045e-03,1.583599046207328775e-01,8.468669711804496236e-01,3.162277660168379134e-02,6.977739648423788603e+05
5.500000000000000000e+01,9.263937997729970730e-01,4.293391021293850064e-03,1.601376979529799127e-01,8.478262574369922477e-01,3.162277660168379134e-02,6.935675054248808883e+05
5.400000000000000000e+01,9.355611472631465420e-01,4.346020791417135737e-03,1.619226578169604136e-01,8.487585767559071570e-01,3.162277660168379134e-02,6.894117710020132363e+05
5.300000000000000000e+01,9.448324049105427669e-01,4.398922499025648483e-03,1.637139165985987410e-01,8.496904011885286767e-01,3.162277660168379134e-02,6.853076893748025177e+05
5.200000000000000000e+01,9.542081155099042533e-01,4.451957556251811415e-03,1.655105597853576971e-01,8.505998615683728614e-01,3.162277660168379134e-02,6.812561989998490317e+05
5.100000000000000000e+01,9.636887699113103611e-01,4.505180043037600515e-03,1.673116252672038617e-01,8.515027083373162275e-01,3.162277660168379134e-02,6.772582485898614395e+05
5.000000000000000000e+01,9.732748038136432855e-01,4.558512711729439081e-03,1.691161027429997910e-01,8.523897297823861408e-01,3.162277660168379134e-02,6.733147966744439909e+05
4.900000000000000000e+01,9.829665944919500076e-01,4.611935070504476555e-03,1.709229332432799231e-01,8.532628692280405103e-01,3.162277660168379134e-02,6.694268111196766840e+05
4.800000000000000000e+01,9.927644574655291043e-01,4.665446816400906256e-03,1.727310087806263050e-01,8.541279499470527670e-01,3.162277660168379134e-02,6.655952686051008059e+05
4.700000000000000000e+01,1.002668643114411617e+00,4.718933369703637304e-03,1.745391721390717743e-01,8.549701131243296892e-01,3.162277660168379134e-02,6.618211540567870252e+05
4.600000000000000000e+01,1.012679333252812119e+00,4.772479813461224206e-03,1.763462168141024522e-01,8.558111747655071655e-01,3.162277660168379134e-02,6.581054600352188572e+05
4.500000000000000000e+01,1.022796637669089570e+00,4.825895069241587475e-03,1.781508871148739237e-01,8.566233048246927329e-01,3.162277660168379134e-02,6.544491860768642509e+05
4.400000000000000000e+01,1.033020590642717007e+00,4.879281478402550283e-03,1.799518784402297233e-01,8.574316061919087240e-01,3.162277660168379134e-02,6.508533379883926827e+05
