# Nopt,Ntot,x0i,x1i,x2i,x3i,x4i,x0,x1,x2,x3,x4,1/fun,status,success,nfev,maxcv
4.600000000000000000e+01,1.296000000000000000e+03,3.883015797875775110e-01,6.960968311166566558e-01,2.793854758749318989e-01,8.875736881897808850e-01,1.725994131385995001e-01,5.998025904320326562e-01,7.883868386048090704e-01,1.454282513019798107e-01,8.080853955572162572e-01,1.662935973620948416e-01,2.045155714399719840e-05,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+02,0.000000000000000000e+00
