cloud_cover_35_raw
1.12E-36
5.68E-06
5.07E-04
2.70E-03
6.77E-03
1.24E-02
1.91E-02
2.67E-02
3.49E-02
4.36E-02
5.26E-02
6.19E-02
7.14E-02
8.11E-02
9.09E-02
1.01E-01
1.11E-01
1.21E-01
1.31E-01
1.41E-01
1.51E-01
1.61E-01
1.71E-01
1.81E-01
1.91E-01
2.01E-01
2.11E-01
2.20E-01
2.30E-01
2.40E-01
2.49E-01
2.59E-01
2.68E-01
2.77E-01
2.87E-01
2.96E-01
3.05E-01
3.14E-01
3.23E-01
3.31E-01
3.40E-01
3.48E-01
3.57E-01
3.65E-01
3.73E-01
3.81E-01
3.89E-01
3.97E-01
4.04E-01
4.12E-01
4.19E-01
4.26E-01
4.33E-01
4.40E-01
4.47E-01
4.53E-01
4.59E-01
4.66E-01
4.72E-01
4.78E-01
4.83E-01
4.89E-01
4.94E-01
5.00E-01
5.05E-01
5.09E-01
5.14E-01
5.19E-01
5.23E-01
5.27E-01
5.31E-01
5.35E-01
5.38E-01
5.42E-01
5.45E-01
5.48E-01
5.51E-01
5.54E-01
5.56E-01
5.58E-01
5.60E-01
5.62E-01
5.64E-01
5.65E-01
5.67E-01
5.68E-01
5.69E-01
5.69E-01
5.70E-01
5.70E-01
5.70E-01
