cloud_cover_30_raw
1.21E-36,
6.11E-06,
5.46E-04,
2.91E-03,
7.29E-03,
1.33E-02,
2.06E-02,
2.87E-02,
3.76E-02,
4.69E-02,
5.66E-02,
6.66E-02,
7.69E-02,
8.73E-02,
9.79E-02,
1.09E-01,
1.19E-01,
1.30E-01,
1.41E-01,
1.52E-01,
1.62E-01,
1.73E-01,
1.84E-01,
1.95E-01,
2.05E-01,
2.16E-01,
2.27E-01,
2.37E-01,
2.48E-01,
2.58E-01,
2.68E-01,
2.79E-01,
2.89E-01,
2.99E-01,
3.09E-01,
3.19E-01,
3.28E-01,
3.38E-01,
3.47E-01,
3.57E-01,
3.66E-01,
3.75E-01,
3.84E-01,
3.93E-01,
4.02E-01,
4.10E-01,
4.19E-01,
4.27E-01,
4.35E-01,
4.43E-01,
4.51E-01,
4.59E-01,
4.66E-01,
4.74E-01,
4.81E-01,
4.88E-01,
4.95E-01,
5.01E-01,
5.08E-01,
5.14E-01,
5.20E-01,
5.26E-01,
5.32E-01,
5.38E-01,
5.43E-01,
5.48E-01,
5.54E-01,
5.58E-01,
5.63E-01,
5.68E-01,
5.72E-01,
5.76E-01,
5.80E-01,
5.83E-01,
5.87E-01,
5.90E-01,
5.93E-01,
5.96E-01,
5.99E-01,
6.01E-01,
6.03E-01,
6.05E-01,
6.07E-01,
6.09E-01,
6.10E-01,
6.11E-01,
6.12E-01,
6.13E-01,
6.14E-01,
6.14E-01,
6.14E-01
