cloud_cover_40_raw
1.03E-36
5.24E-06
4.68E-04
2.49E-03
6.25E-03
1.14E-02
1.76E-02
2.46E-02
3.22E-02
4.02E-02
4.85E-02
5.71E-02
6.59E-02
7.48E-02
8.39E-02
9.30E-02
1.02E-01
1.11E-01
1.21E-01
1.30E-01
1.39E-01
1.49E-01
1.58E-01
1.67E-01
1.76E-01
1.85E-01
1.94E-01
2.03E-01
2.12E-01
2.21E-01
2.30E-01
2.39E-01
2.48E-01
2.56E-01
2.65E-01
2.73E-01
2.81E-01
2.90E-01
2.98E-01
3.06E-01
3.14E-01
3.22E-01
3.29E-01
3.37E-01
3.44E-01
3.52E-01
3.59E-01
3.66E-01
3.73E-01
3.80E-01
3.87E-01
3.93E-01
4.00E-01
4.06E-01
4.12E-01
4.18E-01
4.24E-01
4.30E-01
4.36E-01
4.41E-01
4.46E-01
4.51E-01
4.56E-01
4.61E-01
4.66E-01
4.70E-01
4.75E-01
4.79E-01
4.83E-01
4.87E-01
4.90E-01
4.94E-01
4.97E-01
5.00E-01
5.03E-01
5.06E-01
5.09E-01
5.11E-01
5.14E-01
5.16E-01
5.18E-01
5.19E-01
5.21E-01
5.22E-01
5.23E-01
5.24E-01
5.25E-01
5.26E-01
5.26E-01
5.27E-01
5.27E-01
