cloud_cover_10_raw
1.5508E-36,
7.8601E-06,
7.0222E-04,
3.7357E-03,
9.3763E-03,
1.7124E-02,
2.6448E-02,
3.6937E-02,
4.8294E-02,
6.0303E-02,
7.2808E-02,
8.5693E-02,
9.8869E-02,
1.1227E-01,
1.2584E-01,
1.3953E-01,
1.5332E-01,
1.6717E-01,
1.8106E-01,
1.9496E-01,
2.0887E-01,
2.2276E-01,
2.3662E-01,
2.5043E-01,
2.6420E-01,
2.7790E-01,
2.9153E-01,
3.0507E-01,
3.1853E-01,
3.3189E-01,
3.4515E-01,
3.5829E-01,
3.7132E-01,
3.8423E-01,
3.9700E-01,
4.0964E-01,
4.2214E-01,
4.3450E-01,
4.4671E-01,
4.5876E-01,
4.7065E-01,
4.8238E-01,
4.9394E-01,
5.0533E-01,
5.1654E-01,
5.2757E-01,
5.3841E-01,
5.4907E-01,
5.5953E-01,
5.6980E-01,
5.7987E-01,
5.8973E-01,
5.9939E-01,
6.0884E-01,
6.1807E-01,
6.2709E-01,
6.3589E-01,
6.4447E-01,
6.5283E-01,
6.6095E-01,
6.6885E-01,
6.7651E-01,
6.8393E-01,
6.9112E-01,
6.9807E-01,
7.0478E-01,
7.1124E-01,
7.1745E-01,
7.2341E-01,
7.2913E-01,
7.3459E-01,
7.3979E-01,
7.4474E-01,
7.4943E-01,
7.5386E-01,
7.5803E-01,
7.6194E-01,
7.6558E-01,
7.6896E-01,
7.7207E-01,
7.7491E-01,
7.7749E-01,
7.7980E-01,
7.8184E-01,
7.8360E-01,
7.8510E-01,
7.8633E-01,
7.8728E-01,
7.8796E-01,
7.8837E-01,
7.8850E-01
