cloud_cover_50_raw
8.62E-37,
4.37E-06,
3.90E-04,
2.08E-03,
5.21E-03,
9.51E-03,
1.47E-02,
2.05E-02,
2.68E-02,
3.35E-02,
4.04E-02,
4.76E-02,
5.49E-02,
6.24E-02,
6.99E-02,
7.75E-02,
8.52E-02,
9.29E-02,
1.01E-01,
1.08E-01,
1.16E-01,
1.24E-01,
1.31E-01,
1.39E-01,
1.47E-01,
1.54E-01,
1.62E-01,
1.69E-01,
1.77E-01,
1.84E-01,
1.92E-01,
1.99E-01,
2.06E-01,
2.13E-01,
2.21E-01,
2.28E-01,
2.35E-01,
2.41E-01,
2.48E-01,
2.55E-01,
2.62E-01,
2.68E-01,
2.74E-01,
2.81E-01,
2.87E-01,
2.93E-01,
2.99E-01,
3.05E-01,
3.11E-01,
3.17E-01,
3.22E-01,
3.28E-01,
3.33E-01,
3.38E-01,
3.44E-01,
3.49E-01,
3.54E-01,
3.58E-01,
3.63E-01,
3.68E-01,
3.72E-01,
3.76E-01,
3.81E-01,
3.85E-01,
3.88E-01,
3.92E-01,
3.96E-01,
3.99E-01,
4.03E-01,
4.06E-01,
4.09E-01,
4.12E-01,
4.15E-01,
4.17E-01,
4.20E-01,
4.22E-01,
4.24E-01,
4.26E-01,
4.28E-01,
4.30E-01,
4.32E-01,
4.33E-01,
4.34E-01,
4.36E-01,
4.37E-01,
4.37E-01,
4.38E-01,
4.39E-01,
4.39E-01,
4.39E-01,
4.39E-01
