cloud_cover_20_raw
1.38E-36
6.99E-06
6.24E-04
3.32E-03
8.33E-03
1.52E-02
2.35E-02
3.28E-02
4.29E-02
5.36E-02
6.47E-02
7.62E-02
8.79E-02
9.98E-02
1.12E-01
1.24E-01
1.36E-01
1.49E-01
1.61E-01
1.73E-01
1.86E-01
1.98E-01
2.10E-01
2.23E-01
2.35E-01
2.47E-01
2.59E-01
2.71E-01
2.83E-01
2.95E-01
3.07E-01
3.18E-01
3.30E-01
3.42E-01
3.53E-01
3.64E-01
3.75E-01
3.86E-01
3.97E-01
4.08E-01
4.18E-01
4.29E-01
4.39E-01
4.49E-01
4.59E-01
4.69E-01
4.79E-01
4.88E-01
4.97E-01
5.07E-01
5.15E-01
5.24E-01
5.33E-01
5.41E-01
5.49E-01
5.57E-01
5.65E-01
5.73E-01
5.80E-01
5.88E-01
5.95E-01
6.01E-01
6.08E-01
6.14E-01
6.21E-01
6.27E-01
6.32E-01
6.38E-01
6.43E-01
6.48E-01
6.53E-01
6.58E-01
6.62E-01
6.66E-01
6.70E-01
6.74E-01
6.78E-01
6.81E-01
6.84E-01
6.87E-01
6.89E-01
6.91E-01
6.93E-01
6.95E-01
6.97E-01
6.98E-01
6.99E-01
7.00E-01
7.01E-01
7.01E-01
7.01E-01
